Object ID;Bike route name;Street name;Bikeway type;Subtype;Status;Street segment type;Overall direction;Bikeway direction;Vehicle direction;Speed limit;Surface type;AAA Network;AAA segment;W/N bound type;E/S bound type;Snow removal;Segment length;Year of construction;Construction note;Upgrade year;Notes;Geom;geo_point_2d
77;King Edward;W King Edward;Painted Lanes;PBP;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;74.27082924;2015;;;Westbound - PBPT,Eastbound - PBP;[-123.1711251426206,49.249817839840226] [-123.17112750691224,49.24981888788076] [-123.1711527586815,49.249829707718746] [-123.17117829799092,49.24984023028256] [-123.17120412484023,49.24985045557198] [-123.17123021174767,49.24986038362755] [-123.17125655874402,49.24987002344429] [-123.1712831519949,49.24987934805683] [-123.17131000530291,49.249888375435006] [-123.17133709112397,49.249897087629] [-123.17136439574804,49.249905493654275] [-123.17139193291548,49.24991359349024] [-123.17141967645621,49.249921369185095] [-123.1714476236216,49.24992882074278] [-123.17147576210681,49.24993596617192] [-123.17150407807713,49.24994277850716] [-123.17153258530406,49.249949266723185] [-123.17156125630554,49.249955430860645] [-123.17159009108106,49.24996127091944] [-123.1716190758582,49.24996677792465] [-123.17164819689562,49.24997195189662] [-123.17167745419279,49.249976792835234] [-123.17170684771794,49.24998129174515] [-123.17173633627938,49.2499854576828] [-123.17176594735811,49.24998929060723] [-123.17179565481177,49.24999278066244] [-123.17182544218825,49.24999593866713] [-123.17185532453624,49.249998745708886] [-123.1718852606953,49.25000121983929] [-123.17191526434308,49.2500033430475] [-123.1719453217695,49.250005124349116] [-123.17197541923305,49.250006563764536] [-123.17200555673318,49.25000766129376] [-123.17203570678772,49.25000841697761] [-123.1720658831055,49.25000882180046] [-123.17208766252782,49.25000887121821];49.24994617250042,-123.17159975212576
78;3rd Ave/Wallace;Wallace;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;99.26953648;2007;pre-2007;;;[-123.19062363437327,49.269599504058384] [-123.19064045163874,49.26916284830746] [-123.19065869791064,49.26870685227532];49.26915317160697,-123.19064099907054
79;3rd Ave;W 2nd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;99.0730393;2007;pre-2007;;;[-123.19196494101263,49.27010922729317] [-123.19060310435444,49.270100858483794];49.27010504288848,-123.19128402268355
80;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;134.1959376;1990;year const-Peter Stary data;;;[-123.16448699839802,49.26920298691529] [-123.16588017050438,49.26922453475378] [-123.16633110741068,49.2692315171171] [-123.16633115823502,49.2692315062497];49.26921724945852,-123.16540907893362
81;3rd Ave;W 3rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;150.8400948;1990;year const-Peter Stary data;;;[-123.18359667564637,49.26948343938027] [-123.18514217261941,49.26950787163871] [-123.18566950489107,49.269516112416596] [-123.18566955576884,49.26951611683244];49.26949981194804,-123.18463311523976
82;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;25.8985056;2009;;;;[-123.13028121502518,49.24635217245828] [-123.13063688327907,49.24635801442182] [-123.13063694373652,49.24635801525297];49.24635509393653,-123.13045907937963
83;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;81.33659199;2009;;;;[-123.13445555895127,49.24661519761765] [-123.13451317465716,49.246636497828] [-123.1345530996422,49.246652005894404] [-123.13459257384741,49.24666796963097] [-123.13463160276699,49.24668438813221] [-123.13467026743017,49.246701247811316] [-123.13470837414187,49.246718562387294] [-123.1347460451656,49.24673632362241] [-123.13476570284955,49.246745897708344] [-123.1347832459367,49.246754452399394] [-123.13481989834372,49.24677302436972] [-123.13481994787838,49.24677305039808] [-123.13482195538413,49.24677409600011] [-123.13502180520261,49.24687770718085] [-123.13534952567885,49.247047598976096] [-123.13535316224615,49.24704945672891];49.24682323571479,-123.13490852129928
84;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.58118472;2009;;;;[-123.14821140131531,49.247555129516975] [-123.14889246948395,49.24756550682119];49.24756031816907,-123.14855193539964
85;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.06639796;2009;;;;[-123.15010597575602,49.24758467682723] [-123.15076622430702,49.24759507553123];49.247589876179234,-123.15043610003153
86;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;22.832894;2009;;;;[-123.1518169137738,49.24761161542232] [-123.1521305513532,49.2476165343257];49.24761407487401,-123.1519737325635
87;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;76.49063488;2009;;;;[-123.15076622430702,49.24759507553123] [-123.15181687117662,49.24761161457878] [-123.1518169137738,49.24761161542232];49.2476033453903,-123.15129156904193
88;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.67715014;2009;;;;[-123.14471812799336,49.247500483741845] [-123.14501588941727,49.24750515309851];49.24750281842017,-123.14486700870532
89;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;53.35299385;2009;;;;[-123.14614477135865,49.24752299568399] [-123.14687757988938,49.24753427109924] [-123.14687764582591,49.24753426561828];49.24752863390028,-123.14651120870207
90;Rupert;Rupert;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;58.43449977;2009;;;;[-123.03378550694862,49.25577378961776] [-123.03378926323168,49.255571144285234] [-123.03379142156938,49.25524817669264];49.2555109924591,-123.03378920213142
91;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;61.92332887;2009;;;;[-123.13990382883325,49.24742574206028] [-123.1407544269639,49.24743883949399];49.247432290777134,-123.14032912789858
92;BC Parkway;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;44.20928922;2007;pre-2007;;;[-123.04563329464591,49.2439121508183] [-123.04511847634018,49.243701119715126];49.243806635266715,-123.04537588549304
93;Fraser River Trail;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;244.6488928;1994;year const- Peter Stary;;;[-123.06783987819144,49.20714253673481] [-123.06789833836811,49.20714619045488] [-123.06816522853416,49.20714555650915] [-123.0682754305734,49.207135335735686] [-123.06838378298895,49.2071179377083] [-123.06843267175783,49.207117908754014] [-123.06848122125356,49.207120740483425] [-123.06852817298379,49.20712973491607] [-123.06857234438453,49.20714352547145] [-123.06874572054699,49.20722767232728] [-123.06880140118554,49.20726427700234] [-123.06886281480456,49.2072966864261] [-123.06892924696639,49.20732452321361] [-123.06899991465708,49.20734746399342] [-123.06907396627437,49.20736523041306] [-123.0691505365822,49.207377616092316] [-123.06922870549982,49.20738446865769] [-123.06930589788074,49.20739003542925] [-123.06938171131304,49.20740108111077] [-123.06945523949096,49.20741745332989] [-123.06952561724209,49.20743896371059] [-123.06959200677186,49.20746536989046] [-123.06965362508299,49.20749634851791] [-123.06970973029598,49.20753153124129] [-123.06975966283593,49.20757050468342] [-123.06981878320046,49.20765059902681] [-123.06995288764212,49.20780529088518] [-123.0699974626763,49.2078417128043] [-123.07003303714282,49.207882170054276] [-123.07005875847281,49.20792570965952] [-123.0700740211247,49.20797131552594] [-123.07007848031616,49.20801790843178] [-123.07007203838708,49.20806440900256] [-123.07006694973919,49.208320481050414];49.20747133825521,-123.06916599421182
94;Fraser River Trail;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;2W;Off Street;;Unpaved;NO;NO;Protected Bike Lanes;Protected Bike Lanes;No;353.2576539;1990;;;;[-123.15160954600044,49.20824920553899] [-123.15161321605001,49.208211110145264] [-123.15165380486356,49.20811941279539] [-123.15170615912972,49.208025362999905] [-123.15175591124402,49.20796755954261] [-123.15183203662819,49.20791098074023] [-123.15192811768387,49.20786083966003] [-123.15201694583499,49.20781306841069] [-123.15204061814518,49.20779756174668] [-123.152066884157,49.20778035604991] [-123.15210663791426,49.207747569825166] [-123.15213381300778,49.207711208333] [-123.1521420633968,49.20769438705726] [-123.15215281753106,49.20767250082981] [-123.15216084158882,49.20763561584323] [-123.15215712073406,49.20759928874446] [-123.15213056571183,49.20754104769723] [-123.15204944323203,49.20744475282413] [-123.15192637482997,49.20729201541448] [-123.15179341686004,49.20716664196581] [-123.15156058395445,49.206991305546644] [-123.15144248671453,49.20687364544451] [-123.1513036790966,49.20672102784013] [-123.15109729666806,49.206568500281236] [-123.15101361095688,49.20651743277699] [-123.1508767017081,49.206433886160944] [-123.15075448696331,49.20637477841847] [-123.15066443376071,49.206345142171664] [-123.15062247108598,49.206331332447235] [-123.15048077474634,49.20630579598175] [-123.15042295888333,49.20630171006515] [-123.15041208475397,49.206300937137485] [-123.15041204357614,49.20630093988969] [-123.15028577290252,49.20632609588742] [-123.15008213687025,49.20637133715076] [-123.15004842835914,49.20637804286254] [-123.14983856763595,49.2064197692234] [-123.14972315220332,49.206437813233144] [-123.14964359101626,49.20644502352101] [-123.1495815418507,49.20644664568639] [-123.14950245386932,49.20644871355211];49.206976332151704,-123.15115369761679
95;Fraser River Trail;Off Street;Protected Bike Lanes;OSS;Active;Off-street;NS;2W;Off Street;;Unpaved;NO;NO;Protected Bike Lanes;Protected Bike Lanes;No;206.1877244;1990;;;;[-123.17601823298723,49.21647548254558] [-123.17601819449438,49.216475470010856] [-123.17574568324822,49.21647112284297] [-123.17570459868136,49.2164688663599] [-123.17566152952756,49.21646650223827] [-123.17562937952556,49.216462536530116] [-123.17557849980462,49.21645627580206] [-123.17554309859929,49.21644932497939] [-123.17549759769594,49.21644039073882] [-123.17541950828922,49.216419195029644] [-123.1753452923778,49.216392885865645] [-123.17534524974981,49.21639286883932] [-123.1752755054828,49.21636167559952] [-123.17521110042313,49.216325907313355] [-123.17521106466415,49.21632589117609] [-123.17509938627168,49.21628352002268] [-123.17498376264768,49.216246102143785] [-123.17486452670423,49.21621381782889] [-123.17474227462046,49.21618674172533] [-123.17461763706791,49.216164996105654] [-123.1746175944784,49.21616498987334] [-123.17449098250152,49.21614871983251] [-123.174363003073,49.21613794873513] [-123.17429315632454,49.21613512978] [-123.17423424961575,49.21613275214148] [-123.17423420841844,49.21613275130409] [-123.17391432131711,49.21613498655124] [-123.173299131241,49.216139286176315];49.21625004384108,-123.17466766990395
96;Beach;Beach Crescent;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;84.01587842;2010;;;;[-123.12608692818607,49.271040747418496] [-123.12690812046444,49.27157215883551];49.271306453127,-123.12649752432526
97;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;51.7518947;2004;year const- Peter Stary;;;[-123.13859433821531,49.262632896827306] [-123.13930544743995,49.26264354201325];49.26263821942028,-123.13894989282764
98;45th Ave;E 47th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.002201;2013;;;;[-123.06634125110241,49.22761757683254] [-123.06701413018827,49.22762682057025];49.227622198701404,-123.06667769064535
99;45th Ave;E 47th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;16.90250562;2013;;;;[-123.05907220260586,49.227582652352574] [-123.0593043128561,49.22758544789082];49.22758405012169,-123.05918825773098
100;Expo;Expo Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;Painted Lanes;;Yes;126.5503368;2003;;;;[-123.1061474701193,49.27805537425138] [-123.10615077247502,49.27805598378968] [-123.10636694022527,49.27811000706863] [-123.10641822828697,49.27812283015329] [-123.10667350498916,49.27820758035982] [-123.10683642617762,49.27827665766772] [-123.10691372758419,49.27830943297996] [-123.10702597513558,49.27836868917909] [-123.10702603019264,49.27836871791266] [-123.10734536935279,49.278538003372894] [-123.10738249229918,49.27855758467473] [-123.10750446826836,49.278609260120376] [-123.10760405123582,49.278642342561035] [-123.10761973895292,49.278647552353064] [-123.10761979398323,49.27864756849313];49.27832653928129,-123.10689300202083
101;Expo;Expo Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;Painted Lanes;;Yes;136.3647939;2003;;;;[-123.1147510479461,49.27579035733411] [-123.11589442892341,49.27492502868091] [-123.11589446185897,49.27492500346136] [-123.11589610036697,49.274923733496315] [-123.11597602080212,49.274861808685976];49.275326517076486,-123.1153638667759
102;Expo;Expo Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;Painted Lanes;;Yes;172.5923894;2003;;;;[-123.10872186369762,49.27866141573472] [-123.10875141390738,49.278653242789126] [-123.10876255433227,49.278650012028294] [-123.10877350099297,49.27864682462563] [-123.10879543613592,49.2786400881715] [-123.10879548697274,49.278640072831834] [-123.10881723741113,49.278633125160674] [-123.10883875901412,49.278625905146924] [-123.10886013569841,49.27861843519962] [-123.10886017004263,49.278618422574006] [-123.10888135519086,49.278610761205805] [-123.10890231150303,49.27860282749535] [-123.10892304035966,49.27859462414001] [-123.10893623955309,49.27858916871203] [-123.10894354176058,49.27858615113992] [-123.10896381730632,49.27857751103875] [-123.10898387376415,49.27856865525627] [-123.1090036835928,49.27855956402916] [-123.10902328244175,49.27855019324752] [-123.10904262652103,49.278540636502676] [-123.10904975679261,49.278536966935306] [-123.10906166479758,49.278530820082416] [-123.10948252283919,49.278318385838396] [-123.11006092207766,49.27802642480389] [-123.11008130100033,49.2780162399342] [-123.11008133945435,49.278016221007675] [-123.11010202974357,49.27800633087972] [-123.11012298572881,49.27799660060907] [-123.11014416089728,49.277987134584095] [-123.11016567350703,49.277977941687055] [-123.11018730905832,49.27796901222765] [-123.11018737361854,49.27796898608007] [-123.11020929698634,49.27796027132695] [-123.11023147662527,49.277951805491774] [-123.11025385896019,49.27794360841495] [-123.11025391528526,49.277943588571794] [-123.11027646456411,49.27793565758868] [-123.11029934439117,49.27792799074406] [-123.1103223416759,49.277920593638235] [-123.11034552223508,49.27791338705072] [-123.11034556345271,49.277913374418105] [-123.1103689042733,49.27790651938452] [-123.11038022870514,49.27790331077943] [-123.11039246958656,49.27789984223638] [-123.11040465186943,49.27789660762281] [-123.11041625839522,49.27789351208396] [-123.11042850689903,49.27789038084919] [-123.11044017001589,49.27788738599992] [-123.11046425290229,49.277881613257925] [-123.11046430237099,49.277881601516896] [-123.11046776108726,49.2778807940409] [-123.11047808772855,49.27787836626253] [-123.11047812895214,49.27787835632842] [-123.11071367663611,49.27785317733917];49.2782193731133,-123.10970667109868
103;Balaclava;Carnarvon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.30737552;2009;2013 paint&signs N.of 43rd;;;[-123.17308254635918,49.23145515981036] [-123.1730876449411,49.23101164085865];49.2312334003345,-123.17308509565015
104;Balaclava;Carnarvon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;53.99518478;2009;2013 paint&signs N.of 43rd;;;[-123.17306152217664,49.23328076644661] [-123.17306708243586,49.23279512125286] [-123.17306708229447,49.23279508077441];49.23303792361172,-123.17306430253794
105;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;138.5741374;1995;year const- Peter Stary;;;[-123.10615555155402,49.21979397054103] [-123.10616864655093,49.219385463285484] [-123.10619573218938,49.218547737134784];49.21917085261653,-123.10617560393327
106;Heather;W 52nd Ave;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.66900855;1997;year const-source unknown;;;[-123.12300769583909,49.22325032913925] [-123.12368963972652,49.22326062016024];49.22325547464975,-123.1233486677828
